"ID","正式名称","正式名称（フリガナ）","略称","略称（フリガナ）","英語表記（ローマ字表記）","機関区分","都道府県コード","市区町村コード","所在地","所在地座標（緯度）","所在地座標（経度）","案内用ホームページアドレス","毎週決まった曜日に休診（月）","毎週決まった曜日に休診（火）","毎週決まった曜日に休診（水）","毎週決まった曜日に休診（木）","毎週決まった曜日に休診（金）","毎週決まった曜日に休診（土）","毎週決まった曜日に休診（日）","決まった週に休診（定期週）第1週（月）","決まった週に休診（定期週）第1週（火）","決まった週に休診（定期週）第1週（水）","決まった週に休診（定期週）第1週（木）","決まった週に休診（定期週）第1週（金）","決まった週に休診（定期週）第1週（土）","決まった週に休診（定期週）第1週（日）","決まった週に休診（定期週）第2週（月）","決まった週に休診（定期週）第2週（火）","決まった週に休診（定期週）第2週（水）","決まった週に休診（定期週）第2週（木）","決まった週に休診（定期週）第2週（金）","決まった週に休診（定期週）第2週（土）","決まった週に休診（定期週）第2週（日）","決まった週に休診（定期週）第3週（月）","決まった週に休診（定期週）第3週（火）","決まった週に休診（定期週）第3週（水）","決まった週に休診（定期週）第3週（木）","決まった週に休診（定期週）第3週（金）","決まった週に休診（定期週）第3週（土）","決まった週に休診（定期週）第3週（日）","決まった週に休診（定期週）第4週（月）","決まった週に休診（定期週）第4週（火）","決まった週に休診（定期週）第4週（水）","決まった週に休診（定期週）第4週（木）","決まった週に休診（定期週）第4週（金）","決まった週に休診（定期週）第4週（土）","決まった週に休診（定期週）第4週（日）","決まった週に休診（定期週）第5週（月）","決まった週に休診（定期週）第5週（火）","決まった週に休診（定期週）第5週（水）","決まった週に休診（定期週）第5週（木）","決まった週に休診（定期週）第5週（金）","決まった週に休診（定期週）第5週（土）","決まった週に休診（定期週）第5週（日）","祝日に休診","その他の休診日（gw、お盆等）","一般病床","療養病床","療養病床のうち医療保険適用","療養病床のうち介護保険適用","精神病床","結核病床","感染症病床","合計病床数"
"0111010000910","公益社団法人　北海道勤労者医療協会　勤医協札幌病院","コウエキシャダンホウジン　ホッカイドウキンロウシャイリョウキョウカイキンイキョウサッポロビョウイン","勤医協札幌病院","キンイキョウ　サッポロビョウイン","Kinikyou Sappro Byouin","1","01","104","北海道札幌市白石区菊水４条１丁目９－２２","0","0","http://www.satsubyo.com/","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","74","","","","","","","74"
"0111010000950","医療法人徳洲会札幌徳洲会病院","イリョウホウジントクシュウカイサッポロトクシュウカイビョウイン","医療法人徳洲会札幌徳洲会病院","イリョウホウジントクシュウカイサッポロトクシュウカイビョウイン","SapporoTokushukaiHospital","1","01","108","北海道札幌市厚別区大谷地東１丁目１番１号","43.028943","141.448229","http://www2.satutoku.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月31日","301","","301","","","","","301"
"0111010000960","社会医療法人　恵佑会札幌病院","シャカイイリョウホウジン　ケイユウカイサッポロビョウイン","恵佑会札幌病院","ケイユウカイサッポロビョウイン","keiyukaisapporo Hospital","1","01","104","北海道札幌市白石区本通９丁目南１番１号","43.042100","141.417602","www.keiyukaisapporo.or.jp","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月31日","229","","","","","","","229"
"0111010000970","社会医療法人　医翔会　札幌白石記念病院","シャカイイリョウホウジン　イショウカイ　サッポロシロイシキネンビョウイン","札幌白石記念病院","サッポロシロイシキネンビョウイン","Sapporo shiroishi kinen byoin","1","01","104","北海道札幌市白石区本通８丁目南１番１０号","43.044357","141.416453","http//www.ssn-hp.jp","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","103","","","","","","","103"
"0111010000980","社会医療法人三樹会　三樹会泌尿器科病院","シャカイイリョウホウジンサンジュカイ　サンジュカイヒニョウキカビョウイン","三樹会泌尿器科病院","サンジュカイヒニョウキカビョウイン","sanjukai urological hospital","1","01","104","北海道札幌市白石区東札幌２条３丁目６番１０号","43.052744","141.383650","http://www.sanjukai.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","99","","","","","","","99"
"0111010001020","医療法人信佑会吉田記念病院","イリョウホウジンシンユウカイヨシダキネンビョウイン","医療法人信佑会吉田記念病院","イリョウホウジンシンユウカイヨシダキネンビョウイン","YOSHIDAMEMORIAL HOSPITAL","1","01","104","北海道札幌市白石区本通２丁目南５番１０号","43.050606","141.406398","https://yosida-mh.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","33","56","56","0","","","","89"
"0111010001030","医療法人社団幸仁会札幌ロイヤル病院","イリョウホウジンシャダンコウジンカイサッポロロイヤルビョウイン","医療法人社団幸仁会札幌ロイヤル病院","イリョウホウジンシャダンコウジンカイサッポロロイヤルビョウイン","Iryouhoujinsyadan Koujinkai  SapporoRoiyaru Byoin","1","01","104","北海道札幌市白石区米里５条　１丁目３番３０号","0","0","","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，08月15日，12月31日","","","","","258","","","258"
"0111010001040","医療法人社団豊武会幌東病院","イリョウホウジンシャダン　ホウブカイ　コウトウビョウイン","幌東病院","コウトウ　ビョウイン","Koto Hospital","1","01","104","北海道札幌市白石区本郷通７丁目南４番３０号","0","0","http://kotohp.or.jp","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","","240","240","","","","","240"
"0111010001060","医療法人社団明日佳　白石明日佳病院","イリョウホウジンシャダンアスカ　シロイシアスカビョウイン","白石明日佳病院","シロイシアスカビョウイン","Shiroishi Asuka Hospital","1","01","104","北海道札幌市白石区東札幌５条５丁目２番５号","0","0","https://asuka-gp.or.jp/shiroishi/","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","","219","","","","","","219"
"0111010001070","社会医療法人朋仁会整形外科北新病院","シャカイイリョウホウジンホウジンカイセイケイゲカホクシンビョウイン","北新病院","ホクシンビョウイン","HOKUSHIN Hospital","1","01","103","北海道札幌市東区北８条東４丁目１番５号","43.072524","141.360111","www.hokushin-hp.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","112","","","","","","","112"
"0111010001080","医療法人社団明珠会　札幌白石産科婦人科病院","イ）シャダン　メイシュカイ　サッポロシロイシサンカフジンカビョウイン","札幌白石産科婦人科病院","サッポロシロイシサンカフジンカビョウイン","SapporoShiroishiSankaFujinka Hospital","1","01","104","北海道札幌市白石区東札幌５条６丁目６番２８号","43.048190","141.398538","https://www.shiroishi.or.jp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日（改行）日曜日の診療は午前の産科のみ（完全予約制）","41","","","","","","","41"
"0111010001100","医療法人菊郷会札幌センチュリー病院","イリョウホウジンキクゴウカイサッポロセンチュリービョウイン","札幌センチュリー病院","サッポロセンチュリービョウイン","Sapporo Century Hospital","1","01","104","北海道札幌市白石区菊水元町５条３丁目５番１０号","43.068660","141.407481","http://www.s-century.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","150","","","","","","",""
"0111010001150","医療法人重仁会大谷地病院","イリョウホウジン　ジュウジンカイ　オオヤチビョウイン","大谷地病院","オオヤチビョウイン","Ohyachi Hospital","1","01","108","北海道札幌市厚別区大谷地東５丁目７番１０号","0","0","http://www.ohyachi-hp.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，08月15日，12月29日，12月30日，12月31日","","50","50","","265","","","315"
"0111010001160","医療法人サンプラザ　新札幌循環器病院","イリョウホウジンサンプラザ　シンサッポロジュンカンキビョウイン","新札幌循環器病院","シンサッポロジュンカンキビョウイン","THE SHIN-SAPPORO HOSPITAL OF CARDIOLOGY","1","01","108","北海道札幌市厚別区厚別中央２条４丁目９番２５号","43.037692","141.469033","https://www.sshoc.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","99","","","","","","","99"
"0111010001190","社会医療法人貞仁会　新札幌ひばりが丘病院","シャカイイリョウホウジンテイジンカイ　シンサッポロヒバリガオカビョウイン","新札幌ひばりが丘病院","シンサッポロヒバリガオカビョウイン","Shinsapporo hibarigaoka Hospital","1","01","108","北海道札幌市厚別区厚別中央３条２丁目１２番１号","43.034609","141.462867","http://www.hibarigaoka-hp.jp/","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","118","58","58","","","","","176"
"0111010001200","医療法人社団豊志会肛門科なかやま病院","イリョウホウジンシャダンホウシカイコウモンカナカヤマビョウイン","肛門科なかやま病院","コウモンカナカヤマビョウイン","Nakayama Hospital","1","01","108","北海道札幌市厚別区厚別中央４条４丁目２番８号","0","0","http://www.nakayamahp.or.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，08月15日，12月30日，12月31日","47","","","","","","","47"
"0111010001220","医療法人中山会新札幌パウロ病院","イリョウホウジンナカヤマカイシンサッポロパウロビョウイン","新札幌パウロ病院","シンサッポロパウロビョウイン","Sinsapporo Paulo Hospital","1","01","108","北海道札幌市厚別区厚別東２条６丁目４番１号","43.047052","141.490013","www.byo-in.com","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","111","282","393","0","0","0","0","393"
